ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
169,Thoughts,Thoughts,"""philosophy, art, literature, fashion""",None,"""philosophy, literature? That’s an interesting topic! Let's discuss.""","""Do you often feel this way?""",witty,0.55,Yes
170,Feelings,Feelings,"""nervous, surprised, anxious, hopeful""",None,"""anxious always fascinates me. How do you feel about it?""","""Is there a reason it makes you happy?""",friendly,0.76,Yes
171,Humor,Humor,"""laugh, sarcastic, lol, quirky""",None,"""I feel laugh, sarcastic, lol is really intriguing. What’s your opinion?""","""Can you elaborate on that?""",relaxed,0.89,No
172,Thoughts,Thoughts,"""space, environment, philosophy, movies""",None,"""What do you think about environment? It's been on my mind.""","""How long has this been on your mind?""",supportive,0.87,Yes
173,Humor,Humor,"""funny, giggle, pun, lol""",None,"""lol, funny always fascinates me. How do you feel about it?""","""Does it remind you of anything?""",supportive,0.8,Yes
174,ChitChat,ChitChat,"""gardening, sports, fitness, pets""",None,"""fitness, sports is something I like to explore. How about you?""","""Would you like some tips?""",cheerful,0.71,Yes
175,Humor,Humor,"""prank, funny, quirky, sarcastic""",None,"""Recently, sarcastic, quirky, funny caught my attention. Have you noticed that too?""","""Can you elaborate on that?""",excited,0.57,Yes
176,Thoughts,Thoughts,"""psychology, politics, cooking, tech""",None,"""Do you enjoy psychology? I find it quite interesting.""","""Can you describe it more vividly?""",witty,0.57,Yes
177,ChitChat,ChitChat,"""coffee, sports, books, music""",None,"""sports, books, music always fascinates me. How do you feel about it?""","""Would you like to continue discussing this?""",excited,0.52,Yes
178,Thoughts,Thoughts,"""literature, tech, politics, languages""",None,"""Do you enjoy politics? I find it quite interesting.""","""Have you tried something similar before?""",helpful,0.53,Yes
179,ChitChat,ChitChat,"""pets, music, sports, shopping""",None,"""I'm curious about pets, sports, shopping. Care to share your experience?""","""Do you enjoy this a lot?""",friendly,0.93,No
180,Feelings,Feelings,"""nervous, jealous, angry, frustrated""",None,"""I feel jealous, angry, frustrated is really intriguing. What’s your opinion?""","""How long has this been on your mind?""",calm,0.85,No
181,Feelings,Feelings,"""bored, joyful, stressed, hopeful""",None,"""joyful, stressed, hopeful always fascinates me. How do you feel about it?""","""What else comes to mind?""",excited,0.66,No
182,Feelings,Feelings,"""surprised, joyful, curious, excited""",None,"""curious, joyful always fascinates me. How do you feel about it?""","""How long has this been on your mind?""",funny,0.79,No
183,Thoughts,Thoughts,"""history, movies, space, innovation""",None,"""Recently, space, history, movies caught my attention. Have you noticed that too?""","""Would you like some tips?""",funny,0.89,No
184,Goodbyes,Goodbyes,"""later, see you, farewell, night""",None,"""night is something I like to explore. How about you?""","""Would you like to continue discussing this?""",friendly,0.7,No
185,Humor,Humor,"""memes, prank, laugh, sarcastic""",None,"""I've been thinking a lot about memes, laugh. What are your thoughts?""","""Is there a reason it makes you happy?""",optimistic,0.91,No
186,Humor,Humor,"""prank, haha, pun, quirky""",None,"""pun? That’s an interesting topic! Let's discuss.""","""Is there a reason it makes you happy?""",inquisitive,0.57,Yes
187,Feelings,Feelings,"""curious, hopeful, joyful, anxious""",None,"""hopeful, curious, joyful can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",thoughtful,0.62,No
188,Feelings,Feelings,"""excited, bored, grateful, curious""",None,"""I've been thinking a lot about excited. What are your thoughts?""","""Do you want some advice?""",optimistic,0.65,No
189,Intro,Intro,"""what’s up, ahoy, sup, hi""",None,"""hi, ahoy? That’s an interesting topic! Let's discuss.""","""Can you elaborate on that?""",empathetic,0.87,No
190,Thoughts,Thoughts,"""history, politics, space, languages""",None,"""I'm curious about politics, space, languages. Care to share your experience?""","""Can you elaborate on that?""",funny,0.89,Yes
191,Feelings,Feelings,"""joyful, sad, relaxed, hopeful""",None,"""joyful, relaxed, hopeful? That’s an interesting topic! Let's discuss.""","""Do you want some advice?""",cheerful,0.55,Yes
192,Goodbyes,Goodbyes,"""catch you, night, take care, adieu""",None,"""What do you think about adieu, catch you? It's been on my mind.""","""Do you want some advice?""",curious,0.72,No
193,Thoughts,Thoughts,"""fashion, art, science, music""",None,"""I've been thinking a lot about science, art. What are your thoughts?""","""Do you enjoy this a lot?""",inquisitive,0.85,No
194,Thoughts,Thoughts,"""books, music, psychology, movies""",None,"""I feel movies, psychology is really intriguing. What’s your opinion?""","""Do you enjoy this a lot?""",witty,0.53,No
195,Thoughts,Thoughts,"""design, gaming, art, politics""",None,"""I feel gaming is really intriguing. What’s your opinion?""","""How long has this been on your mind?""",friendly,0.7,No
196,Intro,Intro,"""greetings, bonjour, salutations, hey""",None,"""What do you think about bonjour, hey, greetings? It's been on my mind.""","""How does that make you feel right now?""",calm,0.69,No
197,Humor,Humor,"""memes, prank, humor, lol""",None,"""What do you think about humor, lol? It's been on my mind.""","""Is there a reason it makes you happy?""",curious,0.6,Yes
198,Feelings,Feelings,"""amused, relaxed, tired, curious""",None,"""relaxed, tired, amused is something I like to explore. How about you?""","""Would you like some tips?""",supportive,0.61,No
199,Thoughts,Thoughts,"""literature, environment, books, politics""",None,"""I feel politics is really intriguing. What’s your opinion?""","""Does it happen often?""",helpful,0.76,No
200,Feelings,Feelings,"""joyful, relaxed, grateful, tired""",None,"""joyful always fascinates me. How do you feel about it?""","""How long has this been on your mind?""",motivated,0.56,No
201,ChitChat,ChitChat,"""music, technology, mountains, hobby""",None,"""hobby, technology, mountains is something I like to explore. How about you?""","""How does that make you feel right now?""",enthusiastic,0.99,Yes
202,ChitChat,ChitChat,"""drink, sports, gardening, hobby""",None,"""gardening can be so engaging! Do you like it as well?""","""Do you enjoy this a lot?""",cheerful,0.54,Yes
203,Intro,Intro,"""sup, what’s up, howdy, hiya""",None,"""What do you think about what’s up, hiya, sup? It's been on my mind.""","""Does it remind you of anything?""",supportive,0.73,No
204,ChitChat,ChitChat,"""beach, city, coffee, nature""",None,"""city, coffee always fascinates me. How do you feel about it?""","""Do you enjoy this a lot?""",calm,0.79,No
205,Intro,Intro,"""howdy, bonjour, hello, hey""",None,"""Recently, hello, bonjour, howdy caught my attention. Have you noticed that too?""","""Does it happen often?""",friendly,0.9,No
206,ChitChat,ChitChat,"""games, coffee, shopping, movies""",None,"""Recently, games caught my attention. Have you noticed that too?""","""What else comes to mind?""",empathetic,0.69,No
207,ChitChat,ChitChat,"""games, pets, sports, gardening""",None,"""I've been thinking a lot about gardening, sports, pets. What are your thoughts?""","""Can you elaborate on that?""",motivated,0.67,No
208,Feelings,Feelings,"""excited, joyful, angry, tired""",None,"""tired, joyful, angry is something I like to explore. How about you?""","""Does it happen often?""",sarcastic,0.68,Yes
209,Thoughts,Thoughts,"""sports, literature, design, music""",None,"""I've been thinking a lot about music, sports. What are your thoughts?""","""What’s the story behind it?""",friendly,0.65,No
210,Intro,Intro,"""yo, hola, greetings, what’s up""",None,"""Do you enjoy hola? I find it quite interesting.""","""How does that make you feel right now?""",sarcastic,0.97,Yes
211,ChitChat,ChitChat,"""food, hobby, gardening, coffee""",None,"""What do you think about hobby? It's been on my mind.""","""How does that make you feel right now?""",enthusiastic,0.72,Yes
212,Thoughts,Thoughts,"""movies, philosophy, gaming, design""",None,"""Do you enjoy gaming, philosophy? I find it quite interesting.""","""Can you describe it more vividly?""",thoughtful,0.62,Yes
213,Humor,Humor,"""lol, giggle, quirky, memes""",None,"""lol, giggle, memes always fascinates me. How do you feel about it?""","""Is there a reason it makes you happy?""",motivated,0.67,No
214,Feelings,Feelings,"""stressed, hopeful, happy, anxious""",None,"""happy can be so engaging! Do you like it as well?""","""Have you tried something similar before?""",empathetic,0.78,No
215,ChitChat,ChitChat,"""shopping, books, weather, sports""",None,"""I'm curious about sports, weather. Care to share your experience?""","""Is there a reason it makes you happy?""",playful,0.87,Yes
216,Intro,Intro,"""greetings, salutations, hiya, hi""",None,"""What do you think about greetings, salutations? It's been on my mind.""","""What’s the story behind it?""",chill,0.54,No
217,Goodbyes,Goodbyes,"""ciao, later, farewell, cheerio""",None,"""I feel ciao, cheerio, later is really intriguing. What’s your opinion?""","""Do you want some advice?""",enthusiastic,0.57,No
218,Humor,Humor,"""humor, memes, haha, laugh""",None,"""I'm curious about memes, haha, humor. Care to share your experience?""","""Do you often feel this way?""",optimistic,0.86,Yes
219,Goodbyes,Goodbyes,"""see you, bye, peace, later""",None,"""Do you enjoy peace? I find it quite interesting.""","""Can you describe it more vividly?""",supportive,0.78,Yes
220,Feelings,Feelings,"""sad, surprised, bored, happy""",None,"""sad is something I like to explore. How about you?""","""What’s the story behind it?""",optimistic,0.51,No
221,Goodbyes,Goodbyes,"""take care, catch you, night, adieu""",None,"""What do you think about adieu, take care, catch you? It's been on my mind.""","""What else comes to mind?""",supportive,0.62,No
222,ChitChat,ChitChat,"""movies, food, books, coffee""",None,"""I've been thinking a lot about books, food. What are your thoughts?""","""What else comes to mind?""",motivated,0.59,No
223,ChitChat,ChitChat,"""sports, mountains, hobby, games""",None,"""Do you enjoy hobby, mountains, sports? I find it quite interesting.""","""Have you tried something similar before?""",motivated,0.58,No
224,Humor,Humor,"""funny, quirky, humor, laugh""",None,"""Do you enjoy quirky? I find it quite interesting.""","""Does it happen often?""",chill,0.89,No
225,ChitChat,ChitChat,"""sports, music, travel, nature""",None,"""Do you enjoy music, nature, sports? I find it quite interesting.""","""Do you often feel this way?""",thoughtful,0.66,No
226,Intro,Intro,"""ahoy, hi, yo, greetings""",None,"""yo is something I like to explore. How about you?""","""Does it remind you of anything?""",sarcastic,0.77,No
227,Humor,Humor,"""sarcastic, giggle, haha, quirky""",None,"""I feel haha is really intriguing. What’s your opinion?""","""Can you describe it more vividly?""",optimistic,0.96,No
228,Goodbyes,Goodbyes,"""adieu, later, catch you, see you""",None,"""I feel catch you, see you, later is really intriguing. What’s your opinion?""","""Can you describe it more vividly?""",curious,0.7,No
229,Goodbyes,Goodbyes,"""goodbye, see you, ciao, cheerio""",None,"""What do you think about goodbye, cheerio, see you? It's been on my mind.""","""What else comes to mind?""",sarcastic,0.92,Yes
230,ChitChat,ChitChat,"""pets, movies, mountains, pet""",None,"""pet, movies, pets? That’s an interesting topic! Let's discuss.""","""Do you often feel this way?""",funny,0.88,Yes
231,Goodbyes,Goodbyes,"""night, see you, adieu, take care""",None,"""night, see you, take care is something I like to explore. How about you?""","""How does that make you feel right now?""",inquisitive,0.82,Yes
232,ChitChat,ChitChat,"""festival, coffee, weather, beach""",None,"""festival can be so engaging! Do you like it as well?""","""Does it remind you of anything?""",relaxed,0.94,Yes
233,Feelings,Feelings,"""joyful, tired, amused, nervous""",None,"""nervous, amused can be so engaging! Do you like it as well?""","""Do you often feel this way?""",witty,0.8,Yes
234,Intro,Intro,"""yo, hey, greetings, bonjour""",None,"""bonjour is something I like to explore. How about you?""","""Would you like to continue discussing this?""",enthusiastic,0.96,Yes
235,Intro,Intro,"""hi, salutations, what’s up, hello""",None,"""Do you enjoy hi, salutations, hello? I find it quite interesting.""","""Does it remind you of anything?""",motivated,0.91,Yes
236,Thoughts,Thoughts,"""sports, politics, gaming, space""",None,"""politics, space can be so engaging! Do you like it as well?""","""Is there a reason it makes you happy?""",motivated,0.71,No
