ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
194,Opinion,Opinion,"""music, sports, tech""",None,"""Technology is fascinating! What’s your favorite gadget?""","""Do you often feel this way?""",enthusiastic,0.71,No
195,Joke,Joke,"""humor, funny, joke""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""What’s been happening lately?""",friendly,0.74,No
196,Greeting,Greeting,"""yo, hey, hi""",None,"""Hey! How’s it going?""","""Do you often feel this way?""",helpful,0.96,No
197,Mood,Mood,"""frustrated, excited, joyful""",None,"""I’m glad to hear that! What’s making you happy today?""","""Do you usually do this?""",calm,0.9,No
198,Mood,Mood,"""tired, joyful, frustrated""",None,"""That’s exciting! Can you tell me more?""","""Do you often feel this way?""",calm,0.99,No
199,Joke,Joke,"""funny, joke, laugh""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you enjoy this often?""",playful,0.75,Yes
200,Opinion,Opinion,"""music, books, sports""",None,"""Technology is fascinating! What’s your favorite gadget?""","""Do you enjoy this often?""",helpful,0.79,No
201,Opinion,Opinion,"""books, tech, movies""",None,"""Movies are fun! What’s the last film you watched?""","""Do you want to tell me more?""",empathetic,0.78,Yes
202,Mood,Mood,"""happy, tired, excited""",None,"""That’s exciting! Can you tell me more?""","""Do you often feel this way?""",friendly,0.75,Yes
203,Farewell,Farewell,"""bye, goodbye, night""",None,"""Bye! It was nice talking with you.""","""What’s been happening lately?""",enthusiastic,0.92,No
204,Joke,Joke,"""funny, humor, joke""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you want to tell me more?""",helpful,0.71,Yes
205,Opinion,Opinion,"""tech, books, music""",None,"""Music is amazing! Who’s your favorite artist?""","""Can you explain a bit more?""",enthusiastic,0.96,Yes
206,Joke,Joke,"""laugh, funny, humor""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you want to tell me more?""",helpful,0.93,Yes
207,Greeting,Greeting,"""hello, hi, hey""",None,"""Hey! How’s it going?""","""Do you often feel this way?""",calm,0.78,Yes
208,Opinion,Opinion,"""books, sports, movies""",None,"""Music is amazing! Who’s your favorite artist?""","""Do you often feel this way?""",friendly,0.79,Yes
209,Mood,Mood,"""joyful, excited, happy""",None,"""I’m glad to hear that! What’s making you happy today?""","""Do you want to tell me more?""",cheerful,0.83,No
210,Greeting,Greeting,"""hi, hey, yo""",None,"""Hey! How’s it going?""","""Can you explain a bit more?""",helpful,0.77,No
211,Mood,Mood,"""happy, joyful, sad""",None,"""Feeling tired is normal. Have you had a chance to rest?""","""Can you explain a bit more?""",enthusiastic,0.79,No
212,Greeting,Greeting,"""hey, yo, hi""",None,"""Hey! How’s it going?""","""Can you explain a bit more?""",cheerful,0.77,Yes
213,Farewell,Farewell,"""bye, goodbye, night""",None,"""Bye! It was nice talking with you.""","""What’s been happening lately?""",cheerful,0.92,No
214,Joke,Joke,"""funny, humor, pun""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Can you explain a bit more?""",playful,0.84,No
215,Mood,Mood,"""joyful, happy, sad""",None,"""That’s exciting! Can you tell me more?""","""Can you explain a bit more?""",enthusiastic,0.82,Yes
216,Greeting,Greeting,"""hello, yo, hi""",None,"""Hi there! How are you?""","""What’s been happening lately?""",helpful,0.71,Yes
217,Farewell,Farewell,"""see you, night, bye""",None,"""Good night! Sleep well.""","""What’s been happening lately?""",calm,0.78,Yes
218,Joke,Joke,"""funny, pun, humor""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you often feel this way?""",playful,0.94,Yes
219,Mood,Mood,"""excited, frustrated, joyful""",None,"""That’s exciting! Can you tell me more?""","""What’s been happening lately?""",helpful,0.9,No
220,Small Talk,Small Talk,"""pet, travel, weather""",None,"""Traveling is fun! Where is your dream destination?""","""Do you enjoy this often?""",calm,0.88,Yes
221,Small Talk,Small Talk,"""weather, hobby, pet""",None,"""I love talking about food! What’s your favorite meal?""","""Can you explain a bit more?""",helpful,0.84,Yes
222,Farewell,Farewell,"""night, bye, goodbye""",None,"""Bye! It was nice talking with you.""","""Do you want to tell me more?""",helpful,0.82,Yes
223,Small Talk,Small Talk,"""drink, pet, travel""",None,"""Traveling is fun! Where is your dream destination?""","""Can you explain a bit more?""",empathetic,0.89,Yes
224,Farewell,Farewell,"""bye, night, goodbye""",None,"""Good night! Sleep well.""","""Do you often feel this way?""",enthusiastic,0.96,No
225,Farewell,Farewell,"""bye, see you, goodbye""",None,"""Good night! Sleep well.""","""Do you enjoy this often?""",playful,0.86,Yes
226,Mood,Mood,"""tired, joyful, happy""",None,"""Feeling tired is normal. Have you had a chance to rest?""","""Did that make you laugh?""",playful,0.82,Yes
227,Joke,Joke,"""funny, humor, joke""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you often feel this way?""",friendly,0.91,Yes
228,Mood,Mood,"""joyful, tired, sad""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""Can you explain a bit more?""",cheerful,0.71,Yes
229,Farewell,Farewell,"""goodbye, night, see you""",None,"""Bye! It was nice talking with you.""","""Do you enjoy this often?""",calm,0.86,No
230,Opinion,Opinion,"""movies, tech, music""",None,"""Music is amazing! Who’s your favorite artist?""","""Do you want to tell me more?""",cheerful,0.95,No
231,Farewell,Farewell,"""bye, night, goodbye""",None,"""Bye! It was nice talking with you.""","""Do you usually do this?""",helpful,0.8,No
232,Opinion,Opinion,"""music, tech, books""",None,"""Sports are exciting! Do you play any?""","""Do you usually do this?""",calm,0.84,Yes
233,Opinion,Opinion,"""tech, sports, books""",None,"""Books are wonderful! What’s the last book you read?""","""Did that make you laugh?""",helpful,0.87,No
234,Farewell,Farewell,"""goodbye, night, bye""",None,"""Good night! Sleep well.""","""Did that make you laugh?""",calm,0.8,Yes
235,Small Talk,Small Talk,"""hobby, drink, weather""",None,"""Hobbies keep life interesting! What’s your favorite hobby?""","""Did that make you laugh?""",enthusiastic,0.74,No
236,Joke,Joke,"""funny, laugh, joke""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you want to tell me more?""",empathetic,0.82,No
237,Small Talk,Small Talk,"""weather, pet, hobby""",None,"""I love talking about food! What’s your favorite meal?""","""Do you want to tell me more?""",playful,0.83,No
238,Small Talk,Small Talk,"""pet, hobby, drink""",None,"""Pets are great! Do you have any?""","""Do you often feel this way?""",cheerful,0.71,Yes
239,Opinion,Opinion,"""movies, music, books""",None,"""Technology is fascinating! What’s your favorite gadget?""","""Do you often feel this way?""",helpful,0.83,No
240,Joke,Joke,"""pun, joke, funny""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you usually do this?""",playful,0.94,No
241,Farewell,Farewell,"""night, bye, see you""",None,"""Bye! It was nice talking with you.""","""Did that make you laugh?""",calm,0.98,Yes
242,Mood,Mood,"""tired, excited, sad""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""Do you usually do this?""",enthusiastic,0.8,Yes
243,Mood,Mood,"""excited, joyful, frustrated""",None,"""That’s exciting! Can you tell me more?""","""Do you enjoy this often?""",calm,0.86,No
244,Farewell,Farewell,"""night, goodbye, see you""",None,"""Good night! Sleep well.""","""Do you often feel this way?""",empathetic,0.92,No
245,Greeting,Greeting,"""hi, hello, yo""",None,"""Hey! How’s it going?""","""Do you often feel this way?""",cheerful,0.79,Yes
246,Greeting,Greeting,"""hello, hey, yo""",None,"""Hello! What’s up?""","""Did that make you laugh?""",enthusiastic,0.84,No
247,Farewell,Farewell,"""goodbye, see you, night""",None,"""Good night! Sleep well.""","""What’s been happening lately?""",helpful,0.98,Yes
248,Opinion,Opinion,"""books, music, tech""",None,"""Books are wonderful! What’s the last book you read?""","""What’s been happening lately?""",enthusiastic,0.88,No
249,Opinion,Opinion,"""tech, movies, sports""",None,"""Sports are exciting! Do you play any?""","""Can you explain a bit more?""",calm,0.95,No
250,Greeting,Greeting,"""hi, hey, yo""",None,"""Hello! What’s up?""","""Do you enjoy this often?""",friendly,0.96,Yes
251,Greeting,Greeting,"""hi, yo, hey""",None,"""Hi there! How are you?""","""Can you explain a bit more?""",enthusiastic,0.74,No
252,Joke,Joke,"""humor, funny, laugh""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you usually do this?""",calm,0.83,Yes
253,Opinion,Opinion,"""sports, books, music""",None,"""Books are wonderful! What’s the last book you read?""","""Do you usually do this?""",helpful,0.76,Yes
254,Mood,Mood,"""excited, happy, tired""",None,"""That’s exciting! Can you tell me more?""","""Do you want to tell me more?""",friendly,0.83,Yes
255,Small Talk,Small Talk,"""weather, hobby, travel""",None,"""Pets are great! Do you have any?""","""What’s been happening lately?""",enthusiastic,0.84,No
256,Joke,Joke,"""joke, pun, funny""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you enjoy this often?""",friendly,0.91,Yes
257,Greeting,Greeting,"""yo, hi, hello""",None,"""Hi there! How are you?""","""Do you want to tell me more?""",playful,0.96,Yes
258,Joke,Joke,"""pun, funny, humor""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you want to tell me more?""",empathetic,0.72,Yes
259,Farewell,Farewell,"""night, bye, goodbye""",None,"""Bye! It was nice talking with you.""","""Do you want to tell me more?""",helpful,0.71,Yes
260,Greeting,Greeting,"""yo, hey, hi""",None,"""Hey! How’s it going?""","""Do you usually do this?""",calm,0.85,No
261,Opinion,Opinion,"""books, sports, movies""",None,"""Technology is fascinating! What’s your favorite gadget?""","""Do you often feel this way?""",playful,0.73,No
262,Opinion,Opinion,"""books, tech, music""",None,"""Technology is fascinating! What’s your favorite gadget?""","""Do you enjoy this often?""",playful,0.79,Yes
263,Mood,Mood,"""frustrated, excited, happy""",None,"""Feeling tired is normal. Have you had a chance to rest?""","""Do you want to tell me more?""",playful,0.83,No
264,Greeting,Greeting,"""hi, hello, hey""",None,"""Hello! What’s up?""","""Do you usually do this?""",cheerful,0.89,No
265,Joke,Joke,"""pun, funny, laugh""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you enjoy this often?""",friendly,0.97,No
266,Joke,Joke,"""pun, humor, funny""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you usually do this?""",cheerful,0.9,No
267,Joke,Joke,"""funny, laugh, pun""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you often feel this way?""",empathetic,0.94,No
268,Mood,Mood,"""frustrated, excited, joyful""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""Do you often feel this way?""",helpful,0.95,Yes
269,Small Talk,Small Talk,"""food, travel, pet""",None,"""Traveling is fun! Where is your dream destination?""","""Do you often feel this way?""",helpful,0.98,No
270,Opinion,Opinion,"""sports, tech, music""",None,"""Sports are exciting! Do you play any?""","""Do you often feel this way?""",helpful,0.71,Yes
271,Joke,Joke,"""joke, laugh, funny""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you want to tell me more?""",helpful,0.85,No
272,Joke,Joke,"""joke, pun, laugh""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""What’s been happening lately?""",enthusiastic,0.86,No
273,Small Talk,Small Talk,"""hobby, travel, drink""",None,"""Pets are great! Do you have any?""","""Do you enjoy this often?""",friendly,0.97,No
274,Opinion,Opinion,"""books, music, tech""",None,"""Music is amazing! Who’s your favorite artist?""","""Do you want to tell me more?""",cheerful,0.92,No
275,Farewell,Farewell,"""bye, see you, goodbye""",None,"""Good night! Sleep well.""","""Do you usually do this?""",playful,0.71,No
276,Greeting,Greeting,"""yo, hey, hi""",None,"""Hi there! How are you?""","""Do you often feel this way?""",friendly,0.73,Yes
277,Farewell,Farewell,"""bye, see you, goodbye""",None,"""Good night! Sleep well.""","""Do you enjoy this often?""",empathetic,0.88,No
278,Opinion,Opinion,"""sports, books, movies""",None,"""Music is amazing! Who’s your favorite artist?""","""Did that make you laugh?""",enthusiastic,0.77,No
279,Greeting,Greeting,"""hello, hey, yo""",None,"""Hi there! How are you?""","""Can you explain a bit more?""",empathetic,0.94,No
280,Farewell,Farewell,"""bye, night, goodbye""",None,"""Good night! Sleep well.""","""Did that make you laugh?""",playful,0.89,Yes
281,Mood,Mood,"""tired, excited, happy""",None,"""That’s exciting! Can you tell me more?""","""Did that make you laugh?""",enthusiastic,0.89,No
282,Joke,Joke,"""joke, funny, humor""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you usually do this?""",cheerful,0.89,Yes
283,Opinion,Opinion,"""movies, music, tech""",None,"""Music is amazing! Who’s your favorite artist?""","""Do you want to tell me more?""",friendly,0.71,No
284,Greeting,Greeting,"""hello, hi, hey""",None,"""Hello! What’s up?""","""Did that make you laugh?""",friendly,0.73,Yes
